cap,ini,next2Cap,next2T,next2W,nextCap,nextT,nextW,palpite,prev2Cap,prev2T,prev2W,prevCap,prevT,prevW,simb,tipo,word
3,1,3,7,1544,3,18,649,15,3,7,740,3,7,1237,2,14,888
3,1,3,18,631,3,7,1594,15,3,7,1178,3,15,885,2,17,737
3,1,0,7,974,3,18,649,15,3,15,840,3,18,734,2,6,1682
3,1,0,14,7,0,7,1003,15,3,18,698,3,7,1678,2,17,737
0,1,0,0,0,0,14,7,15,3,7,1594,3,18,734,0,6,1091
0,2,0,0,0,0,0,0,15,3,18,698,0,7,1087,0,13,6
1,0,3,7,1246,0,7,1224,15,0,0,0,0,0,0,2,2,66
0,1,0,7,665,3,7,1281,15,0,0,0,1,3,64,0,6,1312
3,1,3,13,637,0,7,684,15,1,3,59,0,7,1308,2,6,1369
0,1,3,3,1606,3,13,655,15,0,7,1245,3,7,1365,0,6,772
3,1,0,7,1286,3,3,1657,15,3,7,1298,0,7,769,2,12,743
3,1,3,1,1123,0,7,1324,15,0,7,730,3,13,740,2,2,1745
0,1,3,13,637,3,1,1155,15,3,13,703,3,3,1741,0,6,1412
3,1,0,12,242,3,13,655,15,3,3,1652,0,7,1408,2,0,1243
3,1,0,7,1652,0,12,249,15,0,7,1339,3,1,1239,2,12,743
0,0,3,7,612,0,7,1704,15,3,1,1180,3,13,740,0,11,306
0,1,3,13,1288,3,7,630,15,3,13,703,0,12,304,0,6,1792
3,1,3,9,1207,3,13,1326,15,0,12,289,0,7,1787,2,6,718
3,1,3,7,1022,3,9,1242,15,0,7,1697,3,7,715,2,12,1414
3,1,0,14,5,3,7,1052,15,3,7,680,3,13,1410,2,8,1330
3,1,3,18,1392,0,14,5,15,3,13,1341,3,9,1326,2,6,1140
0,2,3,13,749,3,18,1435,15,3,9,1261,3,7,1136,0,13,4
3,1,0,8,32,3,13,771,15,3,7,1082,0,14,5,2,17,1523
3,1,3,7,1246,0,8,33,15,0,14,5,3,18,1519,2,12,859
0,2,0,12,178,3,7,1281,6,3,18,1442,3,13,856,3,7,32
3,1,2,12,290,0,12,182,15,3,13,813,0,8,32,2,6,1369
0,0,0,14,5,2,12,297,4,0,8,28,3,7,1365,0,11,217
2,0,0,7,442,0,14,5,15,3,7,1298,0,12,215,2,11,368
0,2,3,18,631,0,7,453,15,0,12,208,2,12,366,0,13,4
0,1,3,9,1520,3,18,649,15,2,12,349,0,14,5,0,6,541
3,1,0,14,2,3,9,1570,15,0,14,5,0,7,538,2,17,737
3,1,2,7,251,0,14,2,15,0,7,513,3,18,734,2,8,1658
0,2,3,18,631,2,7,258,15,3,18,698,3,9,1654,0,13,1
2,0,2,7,84,3,18,649,15,3,9,1570,0,14,2,2,6,317
3,1,0,7,146,2,7,86,15,0,14,2,2,7,315,2,17,737
2,0,2,7,248,0,7,150,4,2,7,300,3,18,734,2,6,91
0,0,0,14,2,2,7,255,11,3,18,698,2,7,89,0,6,169
2,0,0,14,3,0,14,2,15,2,7,82,0,7,167,2,6,313
0,2,2,7,244,0,14,3,15,0,7,160,2,7,311,0,13,1
0,2,0,14,4,2,7,251,15,2,7,296,0,14,2,0,13,2
2,0,0,14,5,0,14,4,15,0,14,2,0,14,3,2,6,308
0,2,3,5,1382,0,14,5,15,0,14,3,2,7,306,0,13,3
0,2,3,15,1213,3,5,1423,15,2,7,291,0,14,4,0,13,4
3,1,0,8,51,3,15,1248,15,0,14,4,0,14,5,2,4,1511
3,1,3,8,1091,0,8,52,15,0,14,5,3,5,1507,2,14,1336
0,2,3,7,752,3,8,1122,15,3,5,1432,3,15,1332,3,7,51
3,1,3,18,724,3,7,774,15,3,15,1266,0,8,50,2,7,1210
3,1,3,7,794,3,18,745,15,0,8,45,3,8,1206,2,6,862
3,1,0,14,7,3,7,819,15,3,8,1148,3,7,859,2,17,833
3,1,0,0,0,0,14,7,15,3,7,816,3,18,830,2,6,907
0,2,0,0,0,0,0,0,15,3,18,789,3,7,904,0,13,6
2,0,3,3,337,3,7,443,15,0,0,0,0,0,0,2,1,126
3,1,0,14,2,3,3,345,15,0,0,0,2,2,124,2,6,531
3,1,2,12,180,0,14,2,15,2,2,117,3,7,528,2,2,433
0,2,2,12,218,2,12,184,15,3,7,504,3,3,430,0,13,1
2,0,0,14,2,2,12,223,15,3,3,410,0,14,2,2,11,219
2,0,0,14,5,0,14,2,15,0,14,2,2,12,217,2,11,268
0,2,0,7,584,0,14,5,15,2,12,210,2,12,266,0,13,1
0,2,3,5,1382,0,7,601,15,2,12,253,0,14,2,0,13,4
0,1,3,3,427,3,5,1423,15,0,14,2,0,14,5,0,6,689
3,1,0,7,977,3,3,437,15,0,14,5,0,7,686,2,4,1511
3,1,0,1,1546,0,7,1006,15,0,7,652,3,5,1507,2,2,525
0,1,0,7,816,0,1,1596,15,3,5,1432,3,3,522,0,6,1094
0,1,3,18,552,0,7,842,15,3,3,499,0,7,1090,0,0,1684
0,1,3,2,396,3,18,567,15,0,7,1038,0,1,1680,0,6,930
3,1,3,13,749,3,2,406,15,0,1,1596,0,7,927,2,17,655
3,1,3,7,1224,3,13,771,15,0,7,880,3,18,652,2,1,494
3,1,3,7,635,3,7,1259,15,3,18,622,3,2,491,2,12,859
3,1,3,1,1049,3,7,653,15,3,2,470,3,13,856,2,6,1347
3,1,3,7,752,3,1,1079,15,3,13,813,3,7,1343,2,6,741
3,1,3,4,734,3,7,774,15,3,7,1277,3,7,738,2,0,1167
3,1,3,5,1382,3,4,756,15,3,7,701,3,1,1163,2,6,862
3,1,3,7,506,3,5,1423,15,3,1,1109,3,7,859,2,3,844
3,1,3,13,637,3,7,519,15,3,7,816,3,4,841,2,4,1511
3,1,3,7,1271,3,13,655,15,3,4,800,3,5,1507,2,6,607
3,1,0,14,5,3,7,1308,15,3,5,1432,3,7,604,2,12,743
3,1,3,7,1610,0,14,5,15,3,7,576,3,13,740,2,6,1396
0,2,3,4,734,3,7,1661,15,3,13,703,3,7,1392,0,13,4
3,1,3,7,591,3,4,756,15,3,7,1323,0,14,5,2,6,1749
3,1,0,14,5,3,7,608,15,0,14,5,3,7,1745,2,3,844
3,1,3,13,773,0,14,5,15,3,7,1656,3,4,841,2,6,696
0,2,3,9,1208,3,13,796,15,3,4,800,3,7,693,0,13,4
3,1,3,7,1195,3,9,1243,15,3,7,659,0,14,5,2,12,884
3,1,0,14,5,3,7,1229,15,0,14,5,3,13,881,2,8,1331
3,1,0,7,1166,0,14,5,15,3,13,836,3,9,1327,2,6,1317
0,2,0,7,1532,0,7,1199,15,3,9,1262,3,7,1313,0,13,4
0,1,3,7,884,0,7,1582,15,3,7,1250,0,14,5,0,6,1287
0,1,3,13,637,3,7,911,15,0,14,5,0,7,1283,0,6,1670
3,1,0,7,974,3,13,655,15,0,7,1220,0,7,1666,2,6,999
3,1,0,7,1321,0,7,1003,15,0,7,1582,3,7,995,2,12,743
0,1,3,13,1219,0,7,1361,15,3,7,947,3,13,740,0,6,1091
0,1,3,3,1169,3,13,1254,15,3,13,703,0,7,1087,0,6,1449
3,1,3,7,751,3,3,1202,15,0,7,1035,0,7,1445,2,12,1342
3,1,3,1,1240,3,7,773,15,0,7,1376,3,13,1338,2,2,1290
3,1,0,14,7,3,1,1275,15,3,13,1272,3,3,1286,2,6,861
3,1,0,14,3,0,14,7,15,3,3,1223,3,7,858,2,0,1363
0,2,0,7,80,0,14,3,15,3,7,815,3,1,1359,0,13,6
0,2,3,18,631,0,7,81,15,3,1,1293,0,14,7,0,13,2
0,0,2,7,70,3,18,649,15,0,14,7,0,14,3,0,6,82
3,1,0,14,5,2,7,71,15,0,14,3,0,7,80,2,17,737
2,0,0,8,17,0,14,5,4,0,7,73,3,18,734,2,6,70
0,2,0,14,4,0,8,17,15,3,18,698,2,7,68,0,13,4
0,2,0,0,0,0,14,4,15,2,7,62,0,14,5,0,7,16
0,2,0,0,0,0,0,0,15,0,14,5,0,8,16,0,13,3
2,0,0,14,5,3,18,362,15,0,0,0,0,0,0,2,11,207
3,1,3,7,1527,0,14,5,15,0,0,0,2,12,205,2,17,450
0,2,0,14,6,3,7,1577,15,2,12,198,3,18,447,0,13,4
3,1,3,7,360,0,14,6,15,3,18,426,0,14,5,2,6,1665
0,2,3,7,1527,3,7,370,15,0,14,5,3,7,1661,0,13,5
3,1,0,14,6,3,7,1577,15,3,7,1577,0,14,6,2,6,458
3,1,3,2,1380,0,14,6,15,0,14,6,3,7,455,2,6,1665
0,2,3,7,1210,3,2,1421,15,3,7,434,3,7,1661,0,13,5
3,1,3,7,1121,3,7,1245,15,3,7,1577,0,14,6,2,1,1509
3,1,3,7,1485,3,7,1153,15,0,14,6,3,2,1505,2,6,1333
3,1,3,18,1233,3,7,1533,15,3,2,1430,3,7,1329,2,6,1241
3,1,3,3,337,3,18,1268,15,3,7,1263,3,7,1237,2,6,1621
3,1,0,7,259,3,3,345,15,3,7,1178,3,7,1617,2,17,1356
3,1,0,14,5,0,7,266,15,3,7,1535,3,18,1352,2,2,433
0,0,0,7,442,0,14,5,15,3,18,1286,3,3,430,0,6,331
0,2,3,18,631,0,7,453,15,3,3,410,0,7,329,0,13,4
0,1,2,12,222,3,18,649,15,0,7,314,0,14,5,0,6,541
3,1,3,18,631,2,12,227,15,0,14,5,0,7,538,2,17,737
2,0,2,7,125,3,18,649,4,0,7,513,3,18,734,2,11,272
3,1,0,14,5,2,7,128,11,3,18,698,2,12,270,2,17,737
2,0,3,17,358,0,14,5,11,2,12,257,3,18,734,2,6,143
0,2,3,5,1382,3,17,368,15,3,18,698,2,7,141,0,13,4
3,1,3,7,604,3,5,1423,15,2,7,134,0,14,5,2,16,456
3,1,3,17,398,3,7,622,15,0,14,5,3,17,453,2,4,1511
3,1,3,3,1169,3,17,408,15,3,17,432,3,5,1507,2,6,710
3,1,3,7,422,3,3,1202,15,3,5,1432,3,7,707,2,16,496
3,1,0,7,24,3,7,432,15,3,7,672,3,17,493,2,2,1290
3,1,0,14,7,0,7,25,15,3,17,472,3,3,1286,2,6,520
0,2,0,7,1652,0,14,7,15,3,3,1223,3,7,517,0,6,24
0,2,3,1,508,0,7,1704,15,3,7,495,0,7,24,0,13,6
0,1,3,5,1382,3,1,521,15,0,7,23,0,14,7,0,6,1792
3,1,0,7,944,3,5,1423,15,0,14,7,0,7,1787,2,0,609
3,1,3,5,1382,0,7,973,15,0,7,1697,3,1,606,2,4,1511
0,1,3,17,398,3,5,1423,15,3,1,578,3,5,1507,0,6,1061
3,1,3,3,1169,3,17,408,15,3,5,1432,0,7,1057,2,4,1511
3,1,3,7,422,3,3,1202,15,0,7,1007,3,5,1507,2,16,496
3,1,0,7,24,3,7,432,15,3,5,1432,3,17,493,2,2,1290
3,1,3,18,724,0,7,25,15,3,17,472,3,3,1286,2,6,520
0,2,2,18,315,3,18,745,15,3,3,1223,3,7,517,0,6,24
3,1,3,13,637,2,18,323,15,3,7,495,0,7,24,2,17,833
2,0,2,12,212,3,13,655,15,0,7,23,3,18,830,2,17,404
3,1,3,4,1063,2,12,217,15,3,18,789,2,18,402,2,12,743
2,0,0,14,5,3,4,1093,15,2,18,384,3,13,740,2,11,261
3,1,3,13,392,0,14,5,15,3,13,703,2,12,259,2,3,1181
0,2,0,7,1044,3,13,402,15,2,12,248,3,4,1177,0,13,4
3,1,0,14,5,0,7,1074,15,3,4,1121,0,14,5,2,12,490
0,1,3,1,1626,0,14,5,15,0,14,5,3,13,487,0,6,1162
0,2,3,5,1382,3,1,1678,15,3,13,466,0,7,1158,0,13,4
3,1,0,7,1652,3,5,1423,15,0,7,1104,0,14,5,2,0,1766
3,1,3,7,967,0,7,1704,15,0,14,5,3,1,1762,2,4,1511
0,1,0,14,7,3,7,996,15,3,1,1673,3,5,1507,0,6,1792
3,1,0,0,0,0,14,7,15,3,5,1432,0,7,1787,2,6,1084
0,2,0,0,0,0,0,0,15,0,7,1697,3,7,1080,0,13,6
0,0,3,17,858,3,5,1423,15,0,0,0,0,0,0,0,11,230
3,1,0,14,5,3,17,885,15,0,0,0,0,12,228,2,4,1511
3,1,0,7,944,0,14,5,15,0,12,220,3,5,1507,2,16,973
0,2,3,5,1382,0,7,973,15,3,5,1432,3,17,969,0,13,4
0,1,3,17,966,3,5,1423,15,3,17,921,0,14,5,0,6,1061
3,1,0,14,5,3,17,995,15,0,14,5,0,7,1057,2,4,1511
3,1,0,7,944,0,14,5,15,0,7,1007,3,5,1507,2,16,1083
0,2,3,5,1382,0,7,973,15,3,5,1432,3,17,1079,0,13,4
0,1,3,17,760,3,5,1423,15,3,17,1028,0,14,5,0,6,1061
3,1,0,14,7,3,17,782,15,0,14,5,0,7,1057,2,4,1511
3,1,0,0,0,0,14,7,15,0,7,1007,3,5,1507,2,16,870
0,2,0,0,0,0,0,0,15,3,5,1432,3,17,867,0,13,6
2,0,3,7,602,3,7,924,15,0,0,0,0,0,0,2,1,392
3,1,3,17,860,3,7,619,15,0,0,0,2,2,390,2,6,1012
3,1,3,2,1051,3,17,887,15,2,2,372,3,7,1008,2,6,707
3,1,3,9,367,3,2,1081,15,3,7,960,3,7,704,2,16,975
3,1,3,7,532,3,9,377,15,3,7,669,3,17,971,2,1,1169
3,1,0,14,7,3,7,545,15,3,17,923,3,2,1165,2,8,465
3,1,0,0,0,0,14,7,15,3,2,1111,3,9,462,2,6,633
0,2,0,0,0,0,0,0,15,3,9,441,3,7,630,0,13,6
2,0,0,7,1539,3,15,879,15,0,0,0,0,0,0,2,1,225
3,1,3,13,637,0,7,1589,15,0,0,0,2,2,223,2,14,967
0,1,0,7,738,3,13,655,15,2,2,216,3,15,963,0,6,1677
3,1,3,4,734,0,7,760,15,3,15,915,0,7,1673,2,12,743
0,1,3,15,1471,3,4,756,15,0,7,1589,3,13,740,0,6,848
3,1,3,5,1382,3,15,1516,15,3,13,703,0,7,845,2,3,844
3,1,3,11,741,3,5,1423,15,0,7,803,3,4,841,2,14,1604
3,1,0,7,456,3,11,763,15,3,4,800,3,15,1600,2,4,1511
3,1,3,2,1051,0,7,468,15,3,15,1519,3,5,1507,2,10,851
0,1,3,2,1391,3,2,1081,15,3,5,1432,3,11,848,0,6,556
3,1,3,5,1289,3,2,1434,15,3,11,806,0,7,553,2,1,1169
3,1,0,7,1014,3,5,1327,15,0,7,528,3,2,1165,2,1,1522
3,1,0,7,1166,0,7,1044,15,3,2,1111,3,2,1518,2,4,1415
0,1,3,15,795,0,7,1199,15,3,2,1441,3,5,1411,0,6,1132
0,1,3,2,396,3,15,820,15,3,5,1342,0,7,1128,0,6,1287
3,1,3,7,1161,3,2,406,15,0,7,1074,0,7,1283,2,14,908
3,1,3,7,857,3,7,1194,15,0,7,1220,3,15,905,2,1,494
3,1,3,13,637,3,7,884,15,3,15,858,3,2,491,2,6,1282
3,1,3,7,759,3,13,655,15,3,2,470,3,7,1278,2,6,972
3,1,3,4,1063,3,7,781,15,3,7,1215,3,7,968,2,12,743
3,1,3,13,637,3,4,1093,15,3,7,920,3,13,740,2,6,869
3,1,0,7,642,3,13,655,15,3,13,703,3,7,866,2,3,1181
3,1,0,14,7,0,7,660,15,3,7,823,3,4,1177,2,12,743
0,1,0,0,0,0,14,7,15,3,4,1121,3,13,740,0,6,748
0,2,0,0,0,0,0,0,15,3,13,703,0,7,745,0,13,6
2,0,3,13,749,3,7,1133,15,0,0,0,0,0,0,2,6,294
3,1,3,5,1382,3,13,771,15,0,0,0,2,7,292,2,6,1221
3,1,0,7,814,3,5,1423,15,2,7,278,3,7,1217,2,12,859
3,1,3,3,337,0,7,840,15,3,7,1158,3,13,856,2,4,1511
0,1,3,17,1558,3,3,345,15,3,13,813,3,5,1507,0,6,928
3,1,3,7,1040,3,17,1608,15,3,5,1432,0,7,925,2,2,433
3,1,3,3,337,3,7,1070,15,0,7,878,3,3,430,2,16,1696
3,1,0,12,120,3,3,345,15,3,3,410,3,17,1692,2,6,1158
3,1,0,14,5,0,12,123,15,3,17,1607,3,7,1154,2,2,433
0,0,3,13,749,0,14,5,15,3,7,1100,3,3,430,0,11,137
0,2,3,5,1382,3,13,771,15,3,3,410,0,12,135,0,13,4
3,1,3,11,1477,3,5,1423,15,0,12,128,0,14,5,2,12,859
3,1,3,15,852,3,11,1522,15,0,14,5,3,13,856,2,4,1511
3,1,3,13,637,3,15,878,15,3,13,813,3,5,1507,2,10,1610
3,1,3,7,1407,3,13,655,15,3,5,1432,3,11,1606,2,14,966
3,1,0,14,5,3,7,1450,15,3,11,1524,3,15,962,2,12,743
3,1,3,13,637,0,14,5,15,3,15,914,3,13,740,2,6,1538
0,2,3,7,1417,3,13,655,15,3,13,703,3,7,1534,0,13,4
3,1,3,18,685,3,7,1460,15,3,7,1457,0,14,5,2,12,743
3,1,0,7,1165,3,18,704,15,0,14,5,3,13,740,2,6,1548
3,1,3,13,637,0,7,1198,15,3,13,703,3,7,1544,2,17,792
0,1,3,7,1562,3,13,655,15,3,7,1467,3,18,789,0,6,1286
3,1,3,7,905,3,7,1612,15,3,18,750,0,7,1282,2,12,743
3,1,0,14,5,3,7,933,15,0,7,1219,3,13,740,2,6,1700
3,1,3,2,1538,0,14,5,15,3,13,703,3,7,1696,2,6,1021
0,2,3,15,1481,3,2,1588,15,3,7,1611,3,7,1017,0,13,4
3,1,0,7,1129,3,15,1529,15,3,7,968,0,14,5,2,1,1676
3,1,3,17,536,0,7,1161,15,0,14,5,3,2,1672,2,14,1617
0,1,0,7,1539,3,17,549,15,3,2,1588,3,15,1613,0,6,1249
3,1,3,3,337,0,7,1589,15,3,15,1531,0,7,1245,2,16,637
0,1,0,7,1387,3,3,345,15,0,7,1186,3,17,634,0,6,1677
3,1,3,18,724,0,7,1429,15,3,17,605,0,7,1673,2,2,433
0,1,3,7,422,3,18,745,15,0,7,1589,3,3,430,0,6,1517
3,1,0,7,24,3,7,432,15,3,3,410,0,7,1513,2,17,833
3,1,3,13,637,0,7,25,15,0,7,1437,3,18,830,2,6,520
0,2,3,3,1606,3,13,655,15,3,18,789,3,7,517,0,6,24
3,1,3,7,887,3,3,1657,15,3,7,495,0,7,24,2,12,743
3,1,3,5,1382,3,7,914,15,0,7,23,3,13,740,2,2,1745
3,1,0,7,1166,3,5,1423,15,3,13,703,3,3,1741,2,6,1002
3,1,3,3,337,0,7,1199,15,3,3,1652,3,7,998,2,4,1511
0,1,3,18,631,3,3,345,15,3,7,950,3,5,1507,0,6,1287
3,1,3,9,1520,3,18,649,15,3,5,1432,0,7,1283,2,2,433
3,1,3,1,1504,3,9,1570,15,0,7,1220,3,3,430,2,17,737
3,1,0,7,399,3,1,1552,15,3,3,410,3,18,734,2,8,1658
3,1,0,14,7,0,7,409,15,3,18,698,3,9,1654,2,0,1640
0,1,0,0,0,0,14,7,15,3,9,1570,3,1,1636,0,6,497
0,2,0,0,0,0,0,0,15,3,1,1553,0,7,494,0,13,6
0,1,3,5,1382,3,1,521,15,0,0,0,0,0,0,0,6,1792
3,1,3,3,1201,3,5,1423,15,0,0,0,0,7,1787,2,0,609
3,1,3,7,1324,3,3,1235,15,0,7,1697,3,1,606,2,4,1511
3,1,3,5,1382,3,7,1364,15,3,1,578,3,5,1507,2,2,1323
3,1,3,11,1477,3,5,1423,15,3,5,1432,3,3,1319,2,6,1452
3,1,3,11,1151,3,11,1522,15,3,3,1254,3,7,1448,2,4,1511
3,1,0,7,656,3,11,1184,15,3,7,1379,3,5,1507,2,10,1610
3,1,3,13,1219,0,7,675,15,3,5,1432,3,11,1606,2,10,1272
0,1,3,3,1169,3,13,1254,15,3,11,1524,3,11,1268,0,6,763
3,1,0,14,2,3,3,1202,15,3,11,1206,0,7,760,2,12,1342
3,1,2,7,125,0,14,2,15,0,7,722,3,13,1338,2,2,1290
0,2,0,8,37,2,7,128,15,3,13,1272,3,3,1286,0,13,1
2,0,0,14,2,0,8,38,15,3,3,1223,0,14,2,2,6,143
0,2,3,4,734,0,14,2,15,0,14,2,2,7,141,3,7,37
0,2,3,13,1219,3,4,756,15,2,7,134,0,8,37,0,13,1
3,1,3,3,337,3,13,1254,15,0,8,33,0,14,2,2,3,844
3,1,3,7,621,3,3,345,15,0,14,2,3,4,841,2,12,1342
3,1,3,13,749,3,7,639,15,3,4,800,3,13,1338,2,2,433
3,1,3,7,918,3,13,771,15,3,13,1272,3,3,430,2,6,727
3,1,0,14,5,3,7,946,15,3,3,410,3,7,724,2,12,859
3,1,3,5,1382,0,14,5,15,3,7,688,3,13,856,2,6,1034
0,2,0,7,1532,3,5,1423,15,3,13,813,3,7,1030,0,13,4
3,1,3,7,1324,0,7,1582,15,3,7,980,0,14,5,2,4,1511
0,1,3,13,637,3,7,1364,15,0,14,5,3,5,1507,0,6,1670
3,1,0,7,1200,3,13,655,15,3,5,1432,0,7,1666,2,6,1452
3,1,0,14,5,0,7,1234,15,0,7,1582,3,7,1448,2,12,743
0,1,3,11,1151,0,14,5,15,3,7,1379,3,13,740,0,6,1322
0,2,0,7,1223,3,11,1184,15,3,13,703,0,7,1318,0,13,4
3,1,3,7,986,0,7,1258,15,0,7,1253,0,14,5,2,10,1272
0,1,0,14,7,3,7,1015,15,0,14,5,3,11,1268,0,6,1346
3,1,0,0,0,0,14,7,15,3,11,1206,0,7,1342,2,6,1103
0,2,0,0,0,0,0,0,15,0,7,1276,3,7,1099,0,13,6
1,0,0,7,1166,0,7,1234,15,0,0,0,0,0,0,2,2,297
0,1,3,11,1477,0,7,1199,15,0,0,0,1,3,295,0,6,1322
0,1,3,7,1304,3,11,1522,15,1,3,281,0,7,1318,0,6,1287
3,1,3,2,396,3,7,1344,15,0,7,1253,0,7,1283,2,10,1610
3,1,3,13,537,3,2,406,15,0,7,1220,3,11,1606,2,6,1432
3,1,3,3,1606,3,13,550,15,3,11,1524,3,7,1428,2,1,494
3,1,0,7,1387,3,3,1657,15,3,7,1359,3,2,491,2,12,638
3,1,3,13,637,0,7,1429,15,3,2,470,3,13,635,2,2,1745
0,1,3,7,478,3,13,655,15,3,13,606,3,3,1741,0,6,1517
3,1,0,14,5,3,7,490,15,3,3,1652,0,7,1513,2,12,743
3,1,0,7,1305,0,14,5,15,0,7,1437,3,13,740,2,6,578
0,2,0,7,1539,0,7,1345,15,3,13,703,3,7,575,0,13,4
0,1,3,13,537,0,7,1589,15,3,7,549,0,14,5,0,6,1433
0,1,3,3,337,3,13,550,15,0,14,5,0,7,1429,0,6,1677
3,1,0,7,1387,3,3,345,15,0,7,1360,0,7,1673,2,12,638
3,1,3,18,631,0,7,1429,15,0,7,1589,3,13,635,2,2,433
0,1,3,7,1607,3,18,649,15,3,13,606,3,3,430,0,6,1517
3,1,3,4,1203,3,7,1658,15,3,3,410,0,7,1513,2,17,737
3,1,3,18,631,3,4,1238,15,0,7,1437,3,18,734,2,6,1746
3,1,3,7,1050,3,18,649,15,3,18,698,3,7,1742,2,3,1326
3,1,3,9,1378,3,7,1080,15,3,7,1653,3,4,1322,2,17,737
3,1,0,14,7,3,9,1419,15,3,4,1257,3,18,734,2,6,1168
3,1,0,0,0,0,14,7,15,3,18,698,3,7,1164,2,8,1507
0,2,0,0,0,0,0,0,15,3,7,1110,3,9,1503,0,13,6
0,0,3,13,537,0,7,1589,15,0,0,0,0,0,0,0,6,329
0,1,3,3,1201,3,13,550,15,0,0,0,0,7,327,0,6,1677
3,1,3,7,1625,3,3,1235,15,0,7,312,0,7,1673,2,12,638
3,1,3,7,639,3,7,1677,15,0,7,1589,3,13,635,2,2,1323
3,1,3,13,637,3,7,657,15,3,13,606,3,3,1319,2,6,1765
3,1,3,7,907,3,13,655,15,3,3,1254,3,7,1761,2,6,745
3,1,0,14,7,3,7,935,15,3,7,1672,3,7,742,2,12,743
3,1,0,0,0,0,14,7,15,3,7,705,3,13,740,2,6,1023
0,2,0,0,0,0,0,0,15,3,13,703,3,7,1019,0,13,6
2,0,3,9,368,3,13,550,15,0,0,0,0,0,0,2,6,130
3,1,0,7,1001,3,9,378,15,0,0,0,2,7,128,2,12,638
3,1,3,5,1382,0,7,1031,15,2,7,121,3,13,635,2,8,466
0,1,3,15,1301,3,5,1423,15,3,13,606,3,9,463,0,6,1119
3,1,3,3,337,3,15,1340,15,3,9,442,0,7,1115,2,4,1511
3,1,3,9,1093,3,3,345,15,0,7,1062,3,5,1507,2,14,1428
3,1,0,14,6,3,9,1124,15,3,5,1432,3,15,1424,2,2,433
3,1,3,1,1255,0,14,6,15,3,15,1355,3,3,430,2,8,1212
0,2,3,4,1203,3,1,1291,15,3,3,410,3,9,1208,0,13,5
3,1,3,1,923,3,4,1238,15,3,9,1150,0,14,6,2,0,1379
3,1,3,7,1339,3,1,951,15,0,14,6,3,1,1375,2,3,1326
3,1,0,14,5,3,7,1379,15,3,1,1308,3,4,1322,2,0,1039
3,1,3,7,514,0,14,5,15,3,4,1257,3,1,1035,2,6,1467
0,2,3,4,734,3,7,527,15,3,1,985,3,7,1463,0,13,4
3,1,0,7,381,3,4,756,15,3,7,1394,0,14,5,2,6,615
3,1,0,7,516,0,7,391,15,0,14,5,3,7,612,2,3,844
0,1,3,4,1203,0,7,529,15,3,7,584,3,4,841,0,6,479
0,1,3,7,758,3,4,1238,15,3,4,800,0,7,476,0,6,617
3,1,0,14,5,3,7,780,15,0,7,455,0,7,614,2,3,1326
3,1,3,7,402,0,14,5,15,0,7,586,3,4,1322,2,6,868
0,2,0,7,1652,3,7,412,15,3,4,1257,3,7,865,0,13,4
3,1,0,7,615,0,7,1704,15,3,7,822,0,14,5,2,6,500
0,1,0,14,65,0,7,633,15,0,14,5,3,7,497,0,6,1792
0,1,0,0,0,0,14,66,15,3,7,476,0,7,1787,0,6,721
0,2,0,0,0,0,0,0,15,0,7,1697,0,7,718,0,13,65
2,0,0,14,5,0,7,755,15,0,0,0,0,0,0,2,12,374
0,1,0,7,1305,0,14,5,15,0,0,0,2,13,372,0,6,843
0,2,3,13,537,0,7,1345,15,2,13,355,0,7,840,0,13,4
0,1,3,3,1201,3,13,550,15,0,7,799,0,14,5,0,6,1433
3,1,3,8,726,3,3,1235,15,0,14,5,0,7,1429,2,12,638
3,1,3,7,429,3,8,747,15,0,7,1360,3,13,635,2,2,1323
3,1,0,14,7,3,7,439,15,3,13,606,3,3,1319,2,7,835
3,1,0,0,0,0,14,7,15,3,3,1254,3,8,832,2,6,527
0,2,0,0,0,0,0,0,15,3,8,791,3,7,524,0,13,6
2,0,0,14,5,3,2,442,15,0,0,0,0,0,0,2,1,72
3,1,0,7,944,0,14,5,15,0,0,0,2,2,70,2,1,530
0,2,3,5,1382,0,7,973,15,2,2,64,3,2,527,0,13,4
0,1,3,17,1251,3,5,1423,15,3,2,503,0,14,5,0,6,1061
3,1,3,11,1151,3,17,1287,15,0,14,5,0,7,1057,2,4,1511
3,1,3,8,726,3,11,1184,15,0,7,1007,3,5,1507,2,16,1375
3,1,3,13,637,3,8,747,15,3,5,1432,3,17,1371,2,10,1272
3,1,3,3,1606,3,13,655,15,3,17,1304,3,11,1268,2,7,835
3,1,3,7,887,3,3,1657,15,3,11,1206,3,8,832,2,12,743
3,1,3,1,692,3,7,914,15,3,8,791,3,13,740,2,2,1745
3,1,3,4,1063,3,1,712,15,3,13,703,3,3,1741,2,6,1002
3,1,0,14,5,3,4,1093,15,3,3,1652,3,7,998,2,0,800
3,1,3,13,392,0,14,5,15,3,7,950,3,1,797,2,3,1181
0,2,3,2,1083,3,13,402,15,3,1,758,3,4,1177,0,13,4
3,1,3,7,1552,3,2,1114,15,3,4,1121,0,14,5,2,12,490
3,1,0,14,5,3,7,1602,15,0,14,5,3,13,487,2,1,1202
3,1,3,7,569,0,14,5,15,3,13,466,3,2,1198,2,6,1690
0,2,0,14,7,3,7,586,15,3,2,1140,3,7,1686,0,13,4
3,1,0,0,0,0,14,7,15,3,7,1602,0,14,5,2,6,674
