cap,ini,label,next2Cap,next2T,next2W,nextCap,nextT,nextW,palpite,prev2Cap,prev2T,prev2W,prevCap,prevT,prevW,simb,tipo,word
3,1,10,0,12,4,0,7,120,12,3,11,482,3,6,549,2,10,532
0,2,3,3,14,596,0,12,4,12,3,6,539,3,11,529,3,6,119
0,2,10,3,11,527,3,14,599,12,3,11,519,0,7,119,0,11,3
3,1,10,0,7,24,3,11,530,12,0,7,117,0,12,4,2,13,601
3,1,10,3,3,482,0,7,24,12,0,12,4,3,14,598,2,10,532
0,2,3,0,7,17,3,3,485,12,3,14,588,3,11,529,0,6,23
3,1,10,0,12,4,0,7,17,12,3,11,519,0,7,24,2,2,487
0,2,3,3,11,592,0,12,4,12,0,7,24,3,3,484,0,6,16
0,2,10,3,3,590,3,11,595,12,3,3,474,0,7,17,0,11,3
3,1,10,3,6,601,3,3,593,12,0,7,17,0,12,4,2,10,597
3,1,10,3,11,527,3,6,604,12,0,12,4,3,11,594,2,2,595
3,1,10,0,6,100,3,11,530,12,3,11,584,3,3,592,2,5,606
3,1,10,3,3,482,0,6,100,12,3,3,582,3,6,603,2,10,532
0,2,3,0,6,14,3,3,485,12,3,6,593,3,11,529,0,5,99
3,1,10,0,12,4,0,6,14,12,3,11,519,0,6,99,2,2,487
0,2,3,3,4,539,0,12,4,12,0,6,97,3,3,484,0,5,13
0,2,10,0,7,39,3,4,542,12,3,3,474,0,6,14,0,11,3
3,1,10,3,3,482,0,7,39,12,0,6,14,0,12,4,2,3,544
0,2,3,0,7,128,3,3,485,12,0,12,4,3,4,541,0,6,38
3,1,10,0,12,6,0,7,128,12,3,4,531,0,7,39,2,2,487
0,2,3,0,0,0,0,12,6,12,0,7,39,3,3,484,0,6,127
0,2,10,0,0,0,0,0,0,12,3,3,474,0,7,127,0,11,5
1,0,10,2,10,468,0,12,5,12,0,0,0,0,0,0,2,0,326
0,2,10,3,11,630,2,10,471,12,0,0,0,1,1,326,0,11,4
2,0,10,3,6,540,3,11,633,12,1,1,318,0,12,5,2,9,473
3,1,10,3,3,482,3,6,543,12,0,12,5,2,10,470,2,10,635
3,1,10,2,6,405,3,3,485,12,2,10,460,3,11,632,2,5,545
3,1,10,1,6,309,2,6,406,12,3,11,619,3,6,542,2,2,487
2,0,10,0,6,583,1,6,310,12,3,6,532,3,3,484,2,5,407
1,0,10,0,7,92,0,6,586,12,3,3,474,2,6,407,2,5,310
0,1,10,0,12,4,0,7,92,12,2,6,397,1,6,310,0,5,588
0,2,4,3,11,527,0,12,4,12,1,6,302,0,6,585,3,6,91
0,2,10,0,7,132,3,11,530,12,0,6,575,0,7,91,0,11,3
3,1,10,0,12,6,0,7,132,12,0,7,89,0,12,4,2,10,532
0,2,3,1,10,335,0,12,6,12,0,12,4,3,11,529,0,6,131
0,2,10,1,17,339,1,10,336,12,3,11,519,0,7,131,0,11,5
1,0,2,1,10,387,1,17,340,12,0,7,124,0,12,6,2,9,336
1,0,7,0,10,279,1,10,388,12,0,12,6,1,10,336,2,16,340
1,0,7,0,0,0,0,10,280,12,1,10,328,1,17,340,2,9,389
0,0,10,0,0,0,0,0,0,3,1,17,332,1,10,389,0,9,279
1,0,10,1,6,285,1,10,258,3,0,0,0,0,0,0,2,9,363
1,0,10,1,10,394,1,6,286,9,0,0,0,1,10,363,2,9,257
1,0,10,0,6,374,1,10,395,9,1,10,355,1,10,257,2,5,285
1,0,10,0,7,48,0,6,375,9,1,10,250,1,6,285,2,9,396
0,0,10,0,12,4,0,7,48,9,1,6,277,1,10,396,0,5,376
0,2,4,1,6,262,0,12,4,12,1,10,386,0,6,376,0,6,47
0,2,10,0,7,41,1,6,262,12,0,6,368,0,7,48,0,11,3
1,0,10,1,6,262,0,7,41,12,0,7,47,0,12,4,2,5,261
0,2,3,1,6,371,1,6,262,5,0,12,4,1,6,261,3,6,40
1,0,8,1,6,262,1,6,372,11,1,6,254,0,7,41,2,5,261
1,0,8,0,6,122,1,6,262,11,0,7,41,1,6,261,2,5,373
1,0,8,0,12,6,0,6,122,11,1,6,254,1,6,373,2,5,261
0,2,8,0,0,0,0,12,6,11,1,6,365,1,6,261,3,5,121
0,2,10,0,0,0,0,0,0,12,1,6,254,0,6,121,0,11,5
1,0,10,1,6,269,1,10,420,12,0,0,0,0,0,0,2,2,379
1,0,10,1,6,327,1,6,270,12,0,0,0,1,3,379,2,9,421
1,0,10,1,10,297,1,6,328,12,1,3,371,1,10,421,2,5,269
1,0,1,1,6,262,1,10,298,3,1,10,411,1,6,269,2,5,328
1,0,6,0,6,286,1,6,262,9,1,6,261,1,6,328,2,9,298
1,0,6,1,10,233,0,6,287,9,1,6,320,1,10,298,2,5,261
0,0,6,1,4,284,1,10,233,9,1,10,290,1,6,261,0,5,286
1,0,6,1,10,463,1,4,285,12,1,6,254,0,6,286,2,9,232
1,0,6,1,6,269,1,10,466,12,0,6,278,1,10,232,2,3,284
1,0,6,1,6,287,1,6,270,12,1,10,225,1,4,284,2,9,468
1,0,6,1,6,437,1,6,288,12,1,4,276,1,10,465,2,5,269
1,0,6,0,12,4,1,6,440,12,1,10,455,1,6,269,2,5,287
1,0,6,3,16,580,0,12,4,12,1,6,261,1,6,287,2,5,441
0,2,10,3,2,499,3,16,583,12,1,6,279,1,6,439,0,11,3
3,1,10,3,16,523,3,2,502,12,1,6,429,0,12,4,2,15,585
3,1,10,2,6,405,3,16,526,12,0,12,4,3,16,582,2,1,504
3,1,10,1,10,360,2,6,406,12,3,16,572,3,2,501,2,15,528
2,0,10,0,6,583,1,10,361,3,3,2,491,3,16,525,2,5,407
1,0,10,0,6,150,0,6,586,9,3,16,515,2,6,407,2,9,361
0,1,10,0,12,4,0,6,150,12,2,6,397,1,10,361,0,5,588
0,2,4,3,11,527,0,12,4,12,1,10,353,0,6,585,3,5,149
0,2,10,0,7,142,3,11,530,12,0,6,575,0,6,149,0,11,3
3,1,10,0,12,4,0,7,142,12,0,6,142,0,12,4,2,10,532
0,2,3,3,16,612,0,12,4,12,0,12,4,3,11,529,0,6,141
0,2,10,3,6,579,3,16,615,12,3,11,519,0,7,141,0,11,3
3,1,10,0,6,257,3,6,582,12,0,7,134,0,12,4,2,15,617
3,1,10,3,11,527,0,6,257,12,0,12,4,3,16,614,2,5,584
0,0,10,0,6,144,3,11,530,1,3,16,602,3,6,581,0,5,256
3,1,10,0,12,4,0,6,144,12,3,6,571,0,6,256,2,10,532
0,2,3,3,6,579,0,12,4,12,0,6,249,3,11,529,0,5,143
0,2,10,3,6,652,3,6,582,12,3,11,519,0,6,143,0,11,3
3,1,10,3,11,527,3,6,655,12,0,6,136,0,12,4,2,5,584
3,1,10,3,8,641,3,11,530,12,0,12,4,3,6,581,2,5,657
3,1,10,3,6,500,3,8,644,12,3,6,571,3,6,654,2,10,532
3,1,10,3,6,564,3,6,503,12,3,6,641,3,11,529,2,7,646
3,1,10,0,12,4,3,6,567,12,3,11,519,3,8,643,2,5,505
3,1,10,3,6,514,0,12,4,12,3,8,630,3,6,502,2,5,569
0,2,10,3,3,585,3,6,517,12,3,6,492,3,6,566,0,11,3
3,1,10,3,6,518,3,3,588,12,3,6,556,0,12,4,2,5,519
3,1,10,3,6,579,3,6,521,12,0,12,4,3,6,516,2,2,590
3,1,10,2,6,407,3,6,582,12,3,6,506,3,3,587,2,5,523
3,1,10,0,7,138,2,6,408,12,3,3,577,3,6,520,2,5,584
2,0,10,0,12,4,0,7,138,1,3,6,510,3,6,581,2,5,409
0,2,4,1,6,419,0,12,4,12,3,6,571,2,6,409,0,6,137
0,2,10,0,12,194,1,6,422,12,2,6,399,0,7,137,0,11,3
1,0,10,2,15,248,0,12,194,12,0,7,130,0,12,4,2,5,423
0,2,10,0,12,4,2,15,248,12,0,12,4,1,6,423,0,11,193
2,0,10,3,3,482,0,12,4,12,1,6,413,0,12,193,2,14,247
0,2,10,3,15,594,3,3,485,12,0,12,186,2,15,247,0,11,3
3,1,10,3,11,527,3,15,597,12,2,15,240,0,12,4,2,2,487
3,1,10,0,7,112,3,11,530,12,0,12,4,3,3,484,2,14,599
3,1,10,0,7,7,0,7,112,12,3,3,474,3,15,596,2,10,532
0,2,10,0,12,4,0,7,7,12,3,15,586,3,11,529,3,6,111
0,2,3,3,6,599,0,12,4,12,3,11,519,0,7,111,0,6,6
0,2,10,3,6,658,3,6,602,12,0,7,109,0,7,7,0,11,3
3,1,10,3,3,482,3,6,661,12,0,7,7,0,12,4,2,5,604
3,1,10,1,6,450,3,3,485,12,0,12,4,3,6,601,2,5,663
3,1,10,1,6,424,1,6,453,12,3,6,591,3,6,660,2,2,487
1,0,2,1,6,270,1,6,427,12,3,6,647,3,3,484,2,5,455
1,0,7,1,6,438,1,6,271,12,3,3,474,1,6,453,2,5,428
1,0,7,0,12,4,1,6,441,12,1,6,443,1,6,428,2,5,270
1,0,7,3,6,509,0,12,4,12,1,6,418,1,6,270,2,5,442
0,2,10,3,16,529,3,6,512,12,1,6,262,1,6,440,0,11,3
3,1,10,3,16,536,3,16,532,12,1,6,430,0,12,4,2,5,514
3,1,10,0,6,546,3,16,539,12,0,12,4,3,6,511,2,15,534
3,1,10,3,16,492,0,6,549,12,3,6,501,3,16,531,2,15,541
0,1,10,3,6,532,3,16,495,12,3,16,521,3,16,538,0,5,551
3,1,10,2,10,329,3,6,535,12,3,16,528,0,6,548,2,15,497
3,1,10,0,12,5,2,10,330,12,0,6,538,3,16,494,2,5,537
2,0,1,2,10,239,0,12,5,12,3,16,484,3,6,534,2,9,330
0,2,10,2,10,334,2,10,239,12,3,6,524,2,10,330,0,11,4
2,0,10,0,12,4,2,10,335,12,2,10,322,0,12,5,2,9,238
2,0,10,1,17,339,0,12,4,12,0,12,5,2,10,238,2,9,335
0,2,10,1,6,259,1,17,340,12,2,10,231,2,10,335,0,11,3
1,0,2,1,6,302,1,6,259,12,2,10,327,0,12,4,2,16,340
1,0,7,0,12,4,1,6,303,12,0,12,4,1,17,340,2,5,258
1,0,7,3,6,571,0,12,4,12,1,17,332,1,6,258,2,5,303
0,2,10,1,10,442,3,6,574,12,1,6,251,1,6,303,0,11,3
3,1,10,0,7,9,1,10,445,12,1,6,295,0,12,4,2,5,576
1,0,10,0,12,4,0,7,9,12,0,12,4,3,6,573,2,9,447
0,2,4,3,16,549,0,12,4,12,3,6,563,1,10,445,3,6,8
0,2,10,3,11,543,3,16,552,12,1,10,435,0,7,9,0,11,3
3,1,10,0,6,117,3,11,546,12,0,7,9,0,12,4,2,15,554
3,1,10,0,12,4,0,6,117,12,0,12,4,3,16,551,2,10,548
0,2,3,3,11,507,0,12,4,12,3,16,541,3,11,545,0,5,116
0,2,10,3,6,554,3,11,510,12,3,11,535,0,6,116,0,11,3
3,1,10,3,9,582,3,6,557,12,0,6,114,0,12,4,2,10,512
3,1,10,3,6,495,3,9,585,12,0,12,4,3,11,509,2,5,559
3,1,10,0,6,129,3,6,498,12,3,11,499,3,6,556,2,8,587
3,1,10,0,12,4,0,6,129,12,3,6,546,3,9,584,2,5,500
0,2,4,0,7,130,0,12,4,12,3,9,574,3,6,497,3,5,128
0,2,10,3,4,539,0,7,130,12,3,6,487,0,6,128,0,11,3
0,2,4,0,7,131,3,4,542,12,0,6,121,0,12,4,3,6,129
3,1,10,0,12,4,0,7,131,12,0,12,4,0,7,129,2,3,544
0,2,4,3,6,561,0,12,4,12,0,7,122,3,4,541,3,6,130
0,2,10,1,1,322,3,6,564,12,3,4,531,0,7,130,0,11,3
3,1,10,0,12,4,1,1,323,12,0,7,123,0,12,4,2,5,566
1,0,4,3,6,488,0,12,4,12,0,12,4,3,6,563,2,0,323
0,2,10,0,12,1,3,6,491,12,3,6,553,1,1,323,0,11,3
3,1,10,3,6,503,0,12,1,12,1,1,315,0,12,4,2,5,493
0,2,10,0,12,1,3,6,506,12,0,12,4,3,6,490,0,11,0
3,1,10,0,12,4,0,12,1,12,3,6,480,0,12,1,2,5,508
0,2,10,3,16,523,0,12,4,12,0,12,1,3,6,505,0,11,0
0,2,10,2,6,348,3,16,526,12,3,6,495,0,12,1,0,11,3
3,1,10,0,6,583,2,6,349,12,0,12,1,0,12,4,2,15,528
2,0,10,0,7,184,0,6,586,3,0,12,4,3,16,525,2,5,349
0,1,10,0,12,4,0,7,184,12,3,16,515,2,6,349,0,5,588
0,2,4,3,11,507,0,12,4,12,2,6,341,0,6,585,0,6,183
0,2,10,3,6,619,3,11,510,12,0,6,575,0,7,183,0,11,3
3,1,10,3,6,524,3,6,622,12,0,7,176,0,12,4,2,10,512
3,1,10,3,6,597,3,6,527,12,0,12,4,3,11,509,2,5,624
3,1,10,2,6,292,3,6,600,12,3,11,499,3,6,621,2,5,529
3,1,10,2,1,250,2,6,293,12,3,6,609,3,6,526,2,5,602
2,0,10,0,6,576,2,1,250,3,3,6,516,3,6,599,2,5,293
2,0,10,0,7,170,0,6,579,9,3,6,589,2,6,293,2,0,249
0,1,10,0,12,4,0,7,170,12,2,6,285,2,1,249,0,5,581
0,2,4,3,11,527,0,12,4,12,2,1,242,0,6,578,3,6,169
0,2,10,0,7,107,3,11,530,12,0,6,568,0,7,169,0,11,3
3,1,10,0,12,4,0,7,107,12,0,7,162,0,12,4,2,10,532
0,2,3,0,6,504,0,12,4,12,0,12,4,3,11,529,0,6,106
0,2,10,3,3,585,0,6,507,12,3,11,519,0,7,106,0,11,3
0,1,10,3,6,494,3,3,588,12,0,7,104,0,12,4,0,5,509
3,1,10,0,1,157,3,6,497,12,0,12,4,0,6,506,2,2,590
3,1,10,0,12,4,0,1,157,12,0,6,496,3,3,587,2,5,499
0,2,4,3,6,561,0,12,4,6,3,3,577,3,6,496,0,0,156
0,2,10,1,1,322,3,6,564,12,3,6,486,0,1,156,0,11,3
3,1,10,0,12,4,1,1,323,12,0,1,149,0,12,4,2,5,566
1,0,10,3,16,523,0,12,4,12,0,12,4,3,6,563,2,0,323
0,2,10,2,6,348,3,16,526,12,3,6,553,1,1,323,0,11,3
3,1,10,0,6,583,2,6,349,12,1,1,315,0,12,4,2,15,528
2,0,10,0,7,55,0,6,586,3,0,12,4,3,16,525,2,5,349
0,1,10,0,12,4,0,7,55,12,3,16,515,2,6,349,0,5,588
0,2,4,3,11,527,0,12,4,12,2,6,341,0,6,585,0,6,54
0,2,10,0,7,104,3,11,530,12,0,6,575,0,7,55,0,11,3
3,1,10,0,12,6,0,7,104,12,0,7,54,0,12,4,2,10,532
0,2,3,1,6,263,0,12,6,12,0,12,4,3,11,529,0,6,103
0,2,10,1,6,417,1,6,263,12,3,11,519,0,7,103,0,11,5
1,0,2,1,6,206,1,6,419,12,0,7,101,0,12,6,2,5,262
1,0,7,2,10,430,1,6,206,12,0,12,6,1,6,262,2,5,420
1,0,7,0,0,0,2,10,433,12,1,6,255,1,6,420,2,5,205
2,0,10,0,0,0,0,0,0,12,1,6,410,1,6,205,2,9,434
1,0,10,1,6,285,1,10,258,3,0,0,0,0,0,0,2,9,363
1,0,10,1,10,394,1,6,286,9,0,0,0,1,10,363,2,9,257
1,0,10,0,6,374,1,10,395,9,1,10,355,1,10,257,2,5,285
1,0,10,0,7,173,0,6,375,9,1,10,250,1,6,285,2,9,396
0,0,10,0,12,4,0,7,173,9,1,6,277,1,10,396,0,5,376
0,2,4,1,6,262,0,12,4,12,1,10,386,0,6,376,3,6,172
0,2,10,0,7,30,1,6,262,12,0,6,368,0,7,172,0,11,3
1,0,10,1,6,262,0,7,30,12,0,7,165,0,12,4,2,5,261
0,2,3,1,10,352,1,6,262,5,0,12,4,1,6,261,3,6,29
1,0,8,1,6,262,1,10,353,11,1,6,254,0,7,30,2,5,261
1,0,8,0,6,122,1,6,262,11,0,7,30,1,6,261,2,9,353
1,0,8,0,12,6,0,6,122,11,1,6,254,1,10,353,2,5,261
0,2,8,0,0,0,0,12,6,11,1,10,345,1,6,261,3,5,121
0,2,10,0,0,0,0,0,0,12,1,6,254,0,6,121,0,11,5
1,0,10,1,10,397,1,10,420,12,0,0,0,0,0,0,2,2,379
1,0,10,1,6,466,1,10,398,12,0,0,0,1,3,379,2,9,421
1,0,10,1,6,269,1,6,469,12,1,3,371,1,10,421,2,9,399
1,0,10,1,6,327,1,6,270,12,1,10,411,1,10,399,2,5,471
1,0,10,1,10,297,1,6,328,12,1,10,389,1,6,468,2,5,269
1,0,1,1,6,262,1,10,298,3,1,6,458,1,6,269,2,5,328
1,0,6,0,6,286,1,6,262,9,1,6,261,1,6,328,2,9,298
1,0,6,1,10,233,0,6,287,9,1,6,320,1,10,298,2,5,261
0,0,6,1,4,284,1,10,233,9,1,10,290,1,6,261,0,5,286
1,0,6,1,10,463,1,4,285,12,1,6,254,0,6,286,2,9,232
1,0,6,1,6,269,1,10,466,12,0,6,278,1,10,232,2,3,284
1,0,6,1,6,287,1,6,270,12,1,10,225,1,4,284,2,9,468
1,0,6,1,6,437,1,6,288,12,1,4,276,1,10,465,2,5,269
1,0,6,0,12,4,1,6,440,12,1,10,455,1,6,269,2,5,287
1,0,6,3,16,580,0,12,4,12,1,6,261,1,6,287,2,5,441
0,2,10,3,2,499,3,16,583,12,1,6,279,1,6,439,0,11,3
3,1,10,3,16,523,3,2,502,12,1,6,429,0,12,4,2,15,585
3,1,10,2,6,405,3,16,526,12,0,12,4,3,16,582,2,1,504
3,1,10,1,10,360,2,6,406,12,3,16,572,3,2,501,2,15,528
2,0,10,0,6,583,1,10,361,3,3,2,491,3,16,525,2,5,407
1,0,10,0,6,150,0,6,586,9,3,16,515,2,6,407,2,9,361
0,1,10,0,12,4,0,6,150,12,2,6,397,1,10,361,0,5,588
0,2,4,3,11,527,0,12,4,12,1,10,353,0,6,585,3,5,149
0,2,10,0,7,142,3,11,530,12,0,6,575,0,6,149,0,11,3
3,1,10,0,12,4,0,7,142,12,0,6,142,0,12,4,2,10,532
0,2,3,3,16,612,0,12,4,12,0,12,4,3,11,529,0,6,141
0,2,10,3,6,579,3,16,615,12,3,11,519,0,7,141,0,11,3
3,1,10,2,6,283,3,6,582,12,0,7,134,0,12,4,2,15,617
3,1,10,2,10,379,2,6,284,12,0,12,4,3,16,614,2,5,584
2,0,10,3,16,523,2,10,380,1,3,16,602,3,6,581,2,5,283
2,0,10,2,6,475,3,16,526,7,3,6,571,2,6,283,2,9,381
3,1,10,3,11,527,2,6,478,7,2,6,275,2,10,381,2,15,528
2,0,10,0,6,144,3,11,530,7,2,10,373,3,16,525,2,5,480
3,1,10,0,12,4,0,6,144,12,3,16,515,2,6,477,2,10,532
0,2,3,3,6,579,0,12,4,12,2,6,467,3,11,529,0,5,143
0,2,10,3,6,652,3,6,582,12,3,11,519,0,6,143,0,11,3
3,1,10,3,11,527,3,6,655,12,0,6,136,0,12,4,2,5,584
3,1,10,3,8,641,3,11,530,12,0,12,4,3,6,581,2,5,657
3,1,10,3,6,500,3,8,644,12,3,6,571,3,6,654,2,10,532
3,1,10,3,6,564,3,6,503,12,3,6,641,3,11,529,2,7,646
3,1,10,0,12,4,3,6,567,12,3,11,519,3,8,643,2,5,505
3,1,10,1,6,419,0,12,4,12,3,8,630,3,6,502,2,5,569
0,2,10,0,12,194,1,6,422,12,3,6,492,3,6,566,0,11,3
1,0,10,2,15,276,0,12,194,12,3,6,556,0,12,4,2,5,423
0,2,10,3,3,482,2,15,277,12,0,12,4,1,6,423,0,11,193
2,0,10,3,1,634,3,3,485,12,1,6,413,0,12,193,2,14,276
3,1,10,1,10,444,3,1,637,12,0,12,186,2,15,276,2,2,487
3,1,10,1,6,310,1,10,447,12,2,15,268,3,3,484,2,0,639
1,0,2,1,6,436,1,6,311,12,3,3,474,3,1,636,2,9,449
1,0,7,0,12,4,1,6,439,12,3,1,623,1,10,447,2,5,311
1,0,7,3,6,571,0,12,4,12,1,10,437,1,6,311,2,5,440
0,2,10,1,10,442,3,6,574,12,1,6,303,1,6,438,0,11,3
3,1,10,0,7,94,1,10,445,12,1,6,428,0,12,4,2,5,576
1,0,10,0,12,4,0,7,94,12,0,12,4,3,6,573,2,9,447
0,2,4,3,11,592,0,12,4,12,3,6,563,1,10,445,3,6,93
0,2,10,3,15,643,3,11,595,12,1,10,435,0,7,93,0,11,3
3,1,10,3,3,482,3,15,646,12,0,7,91,0,12,4,2,10,597
3,1,10,2,2,218,3,3,485,12,0,12,4,3,11,594,2,14,648
3,1,10,3,16,523,2,2,218,12,3,11,584,3,15,645,2,2,487
2,0,10,2,6,282,3,16,526,12,3,15,632,3,3,484,2,1,217
3,1,10,3,11,527,2,6,283,12,3,3,474,2,2,217,2,15,528
2,0,1,2,6,275,3,11,530,3,2,2,210,3,16,525,2,5,282
3,1,6,3,11,527,2,6,276,9,3,16,515,2,6,282,2,10,532
2,0,6,2,6,401,3,11,530,9,2,6,274,3,11,529,2,5,275
3,1,6,0,12,4,2,6,402,9,3,11,519,2,6,275,2,10,532
2,0,6,1,10,479,0,12,4,9,2,6,267,3,11,529,2,5,403
0,2,10,1,6,199,1,10,482,12,3,11,519,2,6,403,0,11,3
1,0,2,1,10,384,1,6,199,12,2,6,393,0,12,4,2,9,484
1,0,7,0,12,4,1,10,385,12,0,12,4,1,10,481,2,5,198
1,0,7,3,6,571,0,12,4,12,1,10,471,1,6,198,2,9,386
0,2,10,1,10,442,3,6,574,12,1,6,191,1,10,386,0,11,3
3,1,10,0,7,93,1,10,445,12,1,10,378,0,12,4,2,5,576
1,0,10,0,12,4,0,7,93,12,0,12,4,3,6,573,2,9,447
0,2,4,3,6,579,0,12,4,12,3,6,563,1,10,445,3,6,92
0,2,10,3,6,600,3,6,582,12,1,10,435,0,7,92,0,11,3
3,1,10,3,11,527,3,6,603,12,0,7,90,0,12,4,2,5,584
3,1,10,0,6,37,3,11,530,12,0,12,4,3,6,581,2,5,605
3,1,10,3,3,482,0,6,37,12,3,6,571,3,6,602,2,10,532
0,2,3,0,6,127,3,3,485,12,3,6,592,3,11,529,0,5,36
3,1,10,0,12,4,0,6,127,12,3,11,519,0,6,37,2,2,487
0,2,3,3,11,538,0,12,4,12,0,6,37,3,3,484,0,5,126
0,2,10,3,8,636,3,11,541,12,3,3,474,0,6,126,0,11,3
3,1,10,3,6,485,3,8,639,12,0,6,120,0,12,4,2,10,543
3,1,10,3,11,592,3,6,488,12,0,12,4,3,11,540,2,7,641
3,1,10,3,6,574,3,11,595,12,3,11,530,3,8,638,2,5,490
3,1,10,3,11,527,3,6,577,12,3,8,625,3,6,487,2,10,597
3,1,10,3,6,556,3,11,530,12,3,6,477,3,11,594,2,5,579
3,1,10,3,6,624,3,6,559,12,3,11,584,3,6,576,2,10,532
3,1,10,0,12,6,3,6,627,12,3,6,566,3,11,529,2,5,561
3,1,10,1,6,263,0,12,6,12,3,11,519,3,6,558,2,5,629
0,2,10,1,6,417,1,6,263,12,3,6,548,3,6,626,0,11,5
1,0,2,1,6,206,1,6,419,12,3,6,614,0,12,6,2,5,262
1,0,7,2,10,430,1,6,206,12,0,12,6,1,6,262,2,5,420
1,0,7,0,0,0,2,10,433,12,1,6,255,1,6,420,2,5,205
2,0,10,0,0,0,0,0,0,12,1,6,410,1,6,205,2,9,434
1,0,10,1,10,297,1,10,415,12,0,0,0,0,0,0,2,5,445
1,0,10,1,10,394,1,10,298,12,0,0,0,1,6,443,2,9,416
1,0,10,0,6,374,1,10,395,12,1,6,433,1,10,416,2,9,298
1,0,10,0,7,8,0,6,375,12,1,10,406,1,10,298,2,9,396
0,0,10,1,6,262,0,7,8,12,1,10,290,1,10,396,0,5,376
0,2,4,0,7,16,1,6,262,12,1,10,386,0,6,376,3,6,7
1,0,10,1,6,262,0,7,16,12,0,6,368,0,7,8,2,5,261
0,2,3,1,10,336,1,6,262,5,0,7,8,1,6,261,3,6,15
1,0,8,1,6,262,1,10,337,11,1,6,254,0,7,16,2,5,261
1,0,8,0,7,119,1,6,262,11,0,7,16,1,6,261,2,9,337
1,0,8,1,3,377,0,7,119,11,1,6,254,1,10,337,2,5,261
0,2,8,0,6,268,1,3,378,11,1,10,329,1,6,261,3,6,118
1,0,10,1,6,269,0,6,268,12,1,6,254,0,7,118,2,2,379
0,0,10,1,6,230,1,6,270,12,0,7,116,1,3,379,0,5,267
1,0,10,1,10,297,1,6,230,12,1,3,371,0,6,267,2,5,269
1,0,1,1,6,262,1,10,298,3,0,6,259,1,6,269,2,5,229
1,0,6,1,6,285,1,6,262,9,1,6,261,1,6,229,2,9,298
1,0,6,1,6,464,1,6,286,9,1,6,222,1,10,298,2,5,261
1,0,6,1,6,269,1,6,467,9,1,10,290,1,6,261,2,5,285
1,0,6,1,6,287,1,6,270,9,1,6,254,1,6,285,2,5,469
1,0,6,1,6,437,1,6,288,9,1,6,277,1,6,466,2,5,269
1,0,6,0,12,4,1,6,440,9,1,6,456,1,6,269,2,5,287
1,0,6,3,6,579,0,12,4,9,1,6,261,1,6,287,2,5,441
0,2,10,3,6,652,3,6,582,12,1,6,279,1,6,439,0,11,3
3,1,10,3,6,525,3,6,655,12,1,6,429,0,12,4,2,5,584
3,1,10,3,6,500,3,6,528,12,0,12,4,3,6,581,2,5,657
3,1,10,3,6,623,3,6,503,12,3,6,571,3,6,654,2,5,530
3,1,10,3,4,539,3,6,626,12,3,6,641,3,6,527,2,5,505
3,1,10,3,11,527,3,4,542,12,3,6,517,3,6,502,2,5,628
3,1,10,3,6,484,3,11,530,12,3,6,492,3,6,625,2,3,544
3,1,10,3,11,507,3,6,487,12,3,6,613,3,4,541,2,10,532
3,1,10,3,3,496,3,11,510,12,3,4,531,3,11,529,2,5,489
3,1,10,3,6,534,3,3,499,12,3,11,519,3,6,486,2,10,512
3,1,10,3,6,545,3,6,537,12,3,6,476,3,11,509,2,2,501
3,1,10,3,6,579,3,6,548,12,3,11,499,3,3,498,2,5,539
3,1,10,3,6,494,3,6,582,12,3,3,488,3,6,536,2,5,550
3,1,10,0,7,185,3,6,497,12,3,6,526,3,6,547,2,5,584
3,1,10,3,16,523,0,7,185,12,3,6,537,3,6,581,2,5,499
0,2,4,2,6,348,3,16,526,12,3,6,571,3,6,496,3,6,184
3,1,10,0,6,583,2,6,349,12,3,6,486,0,7,184,2,15,528
2,0,10,0,7,186,0,6,586,3,0,7,177,3,16,525,2,5,349
0,1,10,3,4,539,0,7,186,12,3,16,515,2,6,349,0,5,588
0,2,4,3,6,487,3,4,542,12,2,6,341,0,6,585,0,6,185
3,1,10,3,6,597,3,6,490,12,0,6,575,0,7,185,2,3,544
3,1,10,2,6,348,3,6,600,12,0,7,178,3,4,541,2,5,492
3,1,10,0,6,583,2,6,349,12,3,4,531,3,6,489,2,5,602
2,0,10,0,7,190,0,6,586,3,3,6,479,3,6,599,2,5,349
0,1,10,0,12,4,0,7,190,12,3,6,589,2,6,349,0,5,588
0,2,4,1,6,419,0,12,4,12,2,6,341,0,6,585,0,6,189
0,2,10,0,12,194,1,6,422,12,0,6,575,0,7,189,0,11,3
1,0,10,1,1,322,0,12,194,12,0,7,182,0,12,4,2,5,423
0,2,10,0,12,5,1,1,323,12,0,12,4,1,6,423,0,11,193
1,0,10,2,10,458,0,12,5,12,1,6,413,0,12,193,2,0,323
0,2,10,0,12,4,2,10,461,12,0,12,186,1,1,323,0,11,4
2,0,10,3,3,482,0,12,4,12,1,1,315,0,12,5,2,9,463
0,2,10,3,15,594,3,3,485,12,0,12,5,2,10,460,0,11,3
3,1,10,3,6,531,3,15,597,12,2,10,450,0,12,4,2,2,487
3,1,10,3,6,526,3,6,534,12,0,12,4,3,3,484,2,14,599
3,1,10,0,12,4,3,6,529,12,3,3,474,3,15,596,2,5,536
3,1,10,3,11,602,0,12,4,12,3,15,586,3,6,533,2,5,531
0,2,10,3,6,574,3,11,605,12,3,6,523,3,6,528,0,11,3
3,1,10,3,11,527,3,6,577,12,3,6,518,0,12,4,2,10,607
